"origin","species_name","site_name","abundance"
"Native","Pteridium esculentum","Dargo16.1",NA
"Native","Pterostylis spp.","Dargo16.1",NA
"Native","Pultenaea forsythiana","Dargo16.1",NA
"Native","Ranunculus graniticola","Dargo16.1",NA
"Exotic","Rosa rubiginosa","Dargo16.1",NA
"Exotic","Rubus fruticosus spp. agg.","Dargo16.1",NA
"Native","Rubus parvifolius","Dargo16.1",NA
"Native","Rumex brownii","Dargo16.1",NA
"Exotic","Rumex spp.","Dargo16.1",NA
"Native","Rytidosperma pallidum","Dargo16.1",NA
"Native","Rytidosperma spp.","Dargo16.1",NA
"Native","Schoenus apogon","Dargo16.1",NA
"Native","Scleranthus biflorus","Dargo16.1",NA
"Native","Senecio gunnii","Dargo16.1",NA
"Native","Senecio linearifolius s.l.","Dargo16.1",NA
"Native","Senecio pinnatifolius s.l.","Dargo16.1",NA
"Native","Senecio quadridentatus","Dargo16.1",NA
"Native","Senecio spp.","Dargo16.1",NA
"Native","Senecio tenuiflorus","Dargo16.1",1
"Native","Setaria parviflora","Dargo16.1",NA
"Exotic","Sisyrinchium iridifolium","Dargo16.1",NA
"Exotic","Solanum americanum","Dargo16.1",NA
"Exotic","Solanum cinereum","Dargo16.1",NA
"Exotic","Solanum nigrum","Dargo16.1",NA
"Exotic","Sonchus asper","Dargo16.1",NA
"Exotic","Sonchus oleraceus","Dargo16.1",NA
"Exotic","Spergularia rubra","Dargo16.1",NA
"Exotic","Sporobolus africanus","Dargo16.1",NA
"Native","Stellaria pungens","Dargo16.1",1
"Native","Stylidium spp.","Dargo16.1",1
"Exotic","Taraxacum officinale spp. agg.","Dargo16.1",NA
"Native","Tetrarrhena juncea","Dargo16.1",NA
"Native","Thelymitra spp.","Dargo16.1",NA
"Exotic","Trifolium arvense","Dargo16.1",NA
"Exotic","Trifolium campestre","Dargo16.1",NA
"Exotic","Trifolium hybridum","Dargo16.1",NA
"Exotic","Trifolium pratense","Dargo16.1",NA
"Exotic","Trifolium repens","Dargo16.1",NA
"Exotic","Trifolium subterraneum","Dargo16.1",NA
"Exotic","Verbascum thapsus","Dargo16.1",NA
"Exotic","Verbascum virgatum","Dargo16.1",NA
"Exotic","Verbena bonariensis","Dargo16.1",NA
"Exotic","Veronica arvensis","Dargo16.1",NA
"Native","Veronica calycina","Dargo16.1",NA
"Exotic","Veronica persica","Dargo16.1",NA
"Exotic","Vicia sativa","Dargo16.1",NA
"Exotic","Viola arvensis","Dargo16.1",NA
"Native","Viola betonicifolia","Dargo16.1",NA
"Native","Viola hederacea","Dargo16.1",2
"Native","Vittadinia spp.","Dargo16.1",NA
"Exotic","Vulpia bromoides","Dargo16.1",NA
"Exotic","Vulpia myuros","Dargo16.1",NA
"Native","Wahlenbergia gloriosa","Dargo16.1",NA
"Native","Wahlenbergia spp.","Dargo16.1",NA
"Native","Xerochrysum bracteatum","Dargo16.1",NA
"Native","Xerochrysum subundulatum","Dargo16.1",NA
"Native","Acacia dealbata","Dargo17.1",NA
"Native","Acacia falciformis","Dargo17.1",NA
"Native","Acacia mearnsii","Dargo17.1",NA
"Native","Acacia melanoxylon","Dargo17.1",NA
"Native","Acacia obliquinervia","Dargo17.1",NA
"Native","Acacia pycnantha","Dargo17.1",NA
"Native","Acacia terminalis","Dargo17.1",NA
"Native","Acaena agnipila","Dargo17.1",1
"Native","Acaena echinata","Dargo17.1",1
"Native","Acaena novae-zelandiae","Dargo17.1",1
"Exotic","Acetosella vulgaris","Dargo17.1",1
"Native","Agrostis aemula","Dargo17.1",NA
"Exotic","Agrostis capillaris s.l.","Dargo17.1",3
"Native","Eragrostis cilianensis","Dargo17.1",NA
"Exotic","Aira caryophyllea","Dargo17.1",NA
"Exotic","Aira cupaniana","Dargo17.1",NA
"Exotic","Aira elegantissima","Dargo17.1",NA
"Exotic","Anagallis arvensis s.l.","Dargo17.1",NA
"Exotic","Anthoxanthum odoratum","Dargo17.1",NA
"Native","Aphanes arvensis","Dargo17.1",NA
"Exotic","Arctotheca calendula","Dargo17.1",NA
"Native","Arthropodium milleflorum","Dargo17.1",1
"Native","Asperula conferta","Dargo17.1",NA
"Native","Asperula gunnii","Dargo17.1",NA
"Native","Asperula pusilla","Dargo17.1",NA
"Native","Asperula scoparia","Dargo17.1",2
"Native","Austrostipa spp.","Dargo17.1",NA
"Native","Billardiera mutabilis","Dargo17.1",NA
"Native","Billardiera scandens","Dargo17.1",NA
"Native","Bothriochloa macra","Dargo17.1",NA
"Native","Brachyscome decipiens","Dargo17.1",NA
"Native","Brachyscome spathulata","Dargo17.1",1
"Native","Bracteantha viscosa","Dargo17.1",NA
"Exotic","Briza maxima","Dargo17.1",NA
"Exotic","Briza minor","Dargo17.1",NA
"Exotic","Bromus catharticus s.l.","Dargo17.1",NA
"Exotic","Bromus hordeaceus","Dargo17.1",NA
"Native","Bursaria spinosa s.l.","Dargo17.1",NA
"Native","Carex appressa","Dargo17.1",NA
"Native","Carex breviculmis","Dargo17.1",NA
"Native","Carex gaudichaudiana","Dargo17.1",NA
"Native","Cassinia aculeata","Dargo17.1",NA
"Native","Cassinia longifolia","Dargo17.1",NA
"Native","Celmisia tomentella","Dargo17.1",NA
"Exotic","Centaurium erythraea","Dargo17.1",NA
"Exotic","Cerastium glomeratum","Dargo17.1",2
"Exotic","Cerastium vulgare","Dargo17.1",NA
"Native","Cheilanthes spp.","Dargo17.1",NA
"Exotic","Chenopodium album","Dargo17.1",NA
"Native","Chiloglottis valida","Dargo17.1",NA
"Exotic","Cirsium vulgare","Dargo17.1",NA
"Native","Clematis aristata","Dargo17.1",NA
"Native","Clematis microphylla","Dargo17.1",NA
"Exotic","Conyza bonariensis","Dargo17.1",NA
"Exotic","Conyza canadensis","Dargo17.1",NA
"Native","Coprosma hirtella","Dargo17.1",NA
"Native","Coprosma quadrifida","Dargo17.1",NA
"Native","Cotula alpina","Dargo17.1",NA
"Native","Craspedia spp.","Dargo17.1",NA
"Native","Crassula sieberiana","Dargo17.1",NA
"Native","Crassula spp.","Dargo17.1",NA
"Native","Cymbonotus lawsonianus","Dargo17.1",NA
"Exotic","Cynodon dactylon s.l.","Dargo17.1",NA
"Exotic","Cynosurus echinatus","Dargo17.1",NA
"Exotic","Cyperus eragrostis","Dargo17.1",NA
"Exotic","Cyperus spp.","Dargo17.1",NA
"Exotic","Dactylis glomerata","Dargo17.1",NA
"Native","Daucus glochidiatus","Dargo17.1",NA
"Native","Daviesia ulicifolia s.l.","Dargo17.1",NA
"Native","Deyeuxia monticola","Dargo17.1",NA
"Native","Deyeuxia quadriseta","Dargo17.1",NA
"Native","Deyeuxia spp.","Dargo17.1",NA
"Native","Dianella tasmanica","Dargo17.1",NA
"Native","Dichelachne micrantha","Dargo17.1",NA
"Native","Dichelachne rara","Dargo17.1",NA
"Native","Dichelachne spp.","Dargo17.1",NA
"Native","Dichondra repens","Dargo17.1",NA
"Exotic","Digitaria sanguinalis","Dargo17.1",NA
"Native","Dipodium spp.","Dargo17.1",NA
"Exotic","Eleusine tristachya","Dargo17.1",NA
"Native","Elymus scaber","Dargo17.1",1
"Exotic","Epilobium ciliatum","Dargo17.1",NA
"Native","Epilobium hirtigerum","Dargo17.1",NA
"Native","Epilobium spp.","Dargo17.1",1
"Native","Eragrostis brownii","Dargo17.1",NA
"Native","Eragrostis amuta","Dargo17.1",NA
"Native","Eucalyptus bridgesiana","Dargo17.1",NA
"Native","Eucalyptus dalrympleana","Dargo17.1",NA
"Native","Eucalyptus delegatensis","Dargo17.1",NA
"Native","Eucalyptus dives","Dargo17.1",NA
"Native","Eucalyptus goniocalyx","Dargo17.1",NA
"Native","Eucalyptus melliodora","Dargo17.1",NA
"Native","Eucalyptus obliqua","Dargo17.1",NA
"Native","Eucalyptus pauciflora s.l.","Dargo17.1",1
"Native","Eucalyptus radiata","Dargo17.1",NA
"Native","Eucalyptus rubida","Dargo17.1",NA
"Native","Eucalyptus sieberi","Dargo17.1",NA
"Native","Euchiton collinus","Dargo17.1",2
"Native","Euchiton fordianus","Dargo17.1",NA
"Native","Euchiton involucratus","Dargo17.1",2
"Native","Euchiton sphaericus","Dargo17.1",NA
"Native","Exocarpos cupressiformis","Dargo17.1",NA
"Exotic","Festuca rubra","Dargo17.1",NA
"Native","Galium ciliare","Dargo17.1",1
"Native","Galium divaricatum","Dargo17.1",NA
"Exotic","Gamochaeta calviceps","Dargo17.1",NA
"Exotic","Gamochaeta coarctata","Dargo17.1",NA
"Exotic","Gamochaeta purpurea","Dargo17.1",NA
"Native","Geranium antrorsum","Dargo17.1",NA
"Native","Geranium potentilloides s.l.","Dargo17.1",1
"Native","Glycine clandestina","Dargo17.1",NA
"Native","Gonocarpus micranthus","Dargo17.1",NA
"Native","Gonocarpus tetragynus","Dargo17.1",1
"Native","Grevillea australis","Dargo17.1",NA
"Native","Hakea microcarpa","Dargo17.1",NA
"Native","Hardenbergia violacea","Dargo17.1",NA
"Native","Helichrysum rutidolepis","Dargo17.1",1
"Exotic","Holcus lanatus","Dargo17.1",2
"Exotic","Hordeum spp.","Dargo17.1",1
"Native","Hovea asperifolia","Dargo17.1",NA
"Native","Hydrocotyle algida","Dargo17.1",NA
"Native","Hydrocotyle hirta","Dargo17.1",NA
"Native","Hydrocotyle laxiflora","Dargo17.1",1
"Native","Hypericum gramineum","Dargo17.1",NA
"Native","Hypericum japonicum","Dargo17.1",NA
"Exotic","Hypericum perforatum","Dargo17.1",NA
"Exotic","Hypochaeris radicata","Dargo17.1",2
"Native","Isolepis marginata","Dargo17.1",NA
"Exotic","Juncus articulatus","Dargo17.1",NA
"Exotic","Juncus bufonius","Dargo17.1",NA
"Native","Juncus falcatus","Dargo17.1",NA
"Native","Juncus spp.","Dargo17.1",NA
"Native","Lachnagrostis filiformis","Dargo17.1",NA
"Native","Lachnagrostis spp.","Dargo17.1",NA
"Native","Lagenophora stipitata","Dargo17.1",NA
"Exotic","Leontodon taraxacoides","Dargo17.1",NA
"Exotic","Lepidium africanum","Dargo17.1",NA
"Native","Leptinella filicula","Dargo17.1",2
"Native","Leptinella spp.","Dargo17.1",NA
"Native","Leptospermum brevipes","Dargo17.1",NA
"Exotic","Leucanthemum vulgare","Dargo17.1",1
"Native","Leucopogon gelidus","Dargo17.1",NA
"Native","Leucopogon hookeri","Dargo17.1",1
"Exotic","Lolium perenne s.l.","Dargo17.1",NA
"Native","Lomandra filiformis","Dargo17.1",NA
"Exotic","Lotus spp.","Dargo17.1",NA
"Exotic","Lotus uliginosus","Dargo17.1",NA
"Native","Luzula meridionalis","Dargo17.1",1
"Native","Luzula modesta","Dargo17.1",NA
"Native","Luzula novae-cambriae","Dargo17.1",NA
"Native","Luzula spp.","Dargo17.1",NA
"Native","Lythrum hyssopifolia","Dargo17.1",NA
"Exotic","Malus domestica","Dargo17.1",NA
"Native","Melicytus dentatus","Dargo17.1",NA
"Native","Microlaena stipoides","Dargo17.1",NA
"Native","Monotoca scoparia","Dargo17.1",NA
"Native","Olearia erubescens","Dargo17.1",NA
"Native","Olearia lirata","Dargo17.1",NA
"Native","Olearia myrsinoides","Dargo17.1",NA
"Native","Opercularia spp.","Dargo17.1",NA
"Native","Oreomyrrhis eriopoda","Dargo17.1",2
"Native","Oxalis exilis","Dargo17.1",NA
"Native","Oxalis perennans","Dargo17.1",NA
"Native","Ozothamnus ferrugineus","Dargo17.1",NA
"Native","Ozothamnus thyrsoideus","Dargo17.1",NA
"Native","Pandorea pandorana","Dargo17.1",NA
"Exotic","Paspalum dilatatum","Dargo17.1",NA
"Native","Persoonia confertiflora","Dargo17.1",NA
"Exotic","Petrorhagia velutina","Dargo17.1",NA
"Exotic","Phleum pratense","Dargo17.1",NA
"Native","Pimelea axiflora","Dargo17.1",NA
"Native","Plantago coronopus","Dargo17.1",NA
"Native","Plantago debilis","Dargo17.1",NA
"Exotic","Plantago lanceolata","Dargo17.1",NA
"Exotic","Plantago major","Dargo17.1",NA
"Native","Plantago varia","Dargo17.1",NA
"Exotic","Poa annua","Dargo17.1",NA
"Native","Poa clivicola","Dargo17.1",NA
"Native","Poa ensiformis","Dargo17.1",2
"Native","Poa fawcettiae","Dargo17.1",1
"Native","Poa hiemata","Dargo17.1",NA
"Native","Poa labillardierei","Dargo17.1",NA
"Native","Poa sieberiana s.l.","Dargo17.1",NA
"Native","Podolobium alpestre","Dargo17.1",NA
"Exotic","Polygonum aviculare","Dargo17.1",NA
"Native","Polyscias sambucifolia","Dargo17.1",NA
"Native","Polystichum proliferum","Dargo17.1",NA
"Native","Poranthera microphylla","Dargo17.1",NA
"Native","Prasophyllum alpinum","Dargo17.1",NA
"Exotic","Prunella vulgaris","Dargo17.1",1
"Exotic","Pseudognaphalium luteoalbum","Dargo17.1",NA
"Native","Pteridium esculentum","Dargo17.1",NA
"Native","Pterostylis spp.","Dargo17.1",NA
"Native","Pultenaea forsythiana","Dargo17.1",NA
"Native","Ranunculus graniticola","Dargo17.1",NA
"Exotic","Rosa rubiginosa","Dargo17.1",NA
"Exotic","Rubus fruticosus spp. agg.","Dargo17.1",NA
"Native","Rubus parvifolius","Dargo17.1",NA
"Native","Rumex brownii","Dargo17.1",NA
"Exotic","Rumex spp.","Dargo17.1",NA
"Native","Rytidosperma pallidum","Dargo17.1",NA
"Native","Rytidosperma spp.","Dargo17.1",1
"Native","Schoenus apogon","Dargo17.1",NA
"Native","Scleranthus biflorus","Dargo17.1",1
"Native","Senecio gunnii","Dargo17.1",NA
"Native","Senecio linearifolius s.l.","Dargo17.1",NA
"Native","Senecio pinnatifolius s.l.","Dargo17.1",1
"Native","Senecio quadridentatus","Dargo17.1",NA
"Native","Senecio spp.","Dargo17.1",1
"Native","Senecio tenuiflorus","Dargo17.1",NA
"Native","Setaria parviflora","Dargo17.1",NA
"Exotic","Sisyrinchium iridifolium","Dargo17.1",NA
"Exotic","Solanum americanum","Dargo17.1",NA
"Exotic","Solanum cinereum","Dargo17.1",NA
"Exotic","Solanum nigrum","Dargo17.1",NA
"Exotic","Sonchus asper","Dargo17.1",NA
"Exotic","Sonchus oleraceus","Dargo17.1",NA
"Exotic","Spergularia rubra","Dargo17.1",NA
"Exotic","Sporobolus africanus","Dargo17.1",NA
"Native","Stellaria pungens","Dargo17.1",2
"Native","Stylidium spp.","Dargo17.1",NA
"Exotic","Taraxacum officinale spp. agg.","Dargo17.1",2
"Native","Tetrarrhena juncea","Dargo17.1",NA
"Native","Thelymitra spp.","Dargo17.1",NA
"Exotic","Trifolium arvense","Dargo17.1",NA
"Exotic","Trifolium campestre","Dargo17.1",2
"Exotic","Trifolium hybridum","Dargo17.1",NA
"Exotic","Trifolium pratense","Dargo17.1",NA
"Exotic","Trifolium repens","Dargo17.1",3
"Exotic","Trifolium subterraneum","Dargo17.1",NA
"Exotic","Verbascum thapsus","Dargo17.1",1
"Exotic","Verbascum virgatum","Dargo17.1",NA
"Exotic","Verbena bonariensis","Dargo17.1",NA
"Exotic","Veronica arvensis","Dargo17.1",NA
"Native","Veronica calycina","Dargo17.1",NA
"Exotic","Veronica persica","Dargo17.1",NA
"Exotic","Vicia sativa","Dargo17.1",NA
"Exotic","Viola arvensis","Dargo17.1",NA
"Native","Viola betonicifolia","Dargo17.1",NA
"Native","Viola hederacea","Dargo17.1",NA
"Native","Vittadinia spp.","Dargo17.1",NA
"Exotic","Vulpia bromoides","Dargo17.1",1
"Exotic","Vulpia myuros","Dargo17.1",NA
"Native","Wahlenbergia gloriosa","Dargo17.1",NA
"Native","Wahlenbergia spp.","Dargo17.1",NA
"Native","Xerochrysum bracteatum","Dargo17.1",NA
"Native","Xerochrysum subundulatum","Dargo17.1",NA
"Native","Acacia dealbata","Dargo18.1",NA
"Native","Acacia falciformis","Dargo18.1",NA
"Native","Acacia mearnsii","Dargo18.1",NA
"Native","Acacia melanoxylon","Dargo18.1",NA
"Native","Acacia obliquinervia","Dargo18.1",NA
"Native","Acacia pycnantha","Dargo18.1",NA
"Native","Acacia terminalis","Dargo18.1",NA
"Native","Acaena agnipila","Dargo18.1",1
"Native","Acaena echinata","Dargo18.1",NA
"Native","Acaena novae-zelandiae","Dargo18.1",2
"Exotic","Acetosella vulgaris","Dargo18.1",2
"Native","Agrostis aemula","Dargo18.1",NA
"Exotic","Agrostis capillaris s.l.","Dargo18.1",3
"Native","Eragrostis cilianensis","Dargo18.1",NA
"Exotic","Aira caryophyllea","Dargo18.1",NA
"Exotic","Aira cupaniana","Dargo18.1",NA
"Exotic","Aira elegantissima","Dargo18.1",NA
"Exotic","Anagallis arvensis s.l.","Dargo18.1",NA
"Exotic","Anthoxanthum odoratum","Dargo18.1",3
"Native","Aphanes arvensis","Dargo18.1",NA
"Exotic","Arctotheca calendula","Dargo18.1",NA
"Native","Arthropodium milleflorum","Dargo18.1",NA
"Native","Asperula conferta","Dargo18.1",NA
"Native","Asperula gunnii","Dargo18.1",NA
"Native","Asperula pusilla","Dargo18.1",3
"Native","Asperula scoparia","Dargo18.1",NA
"Native","Austrostipa spp.","Dargo18.1",NA
"Native","Billardiera mutabilis","Dargo18.1",NA
"Native","Billardiera scandens","Dargo18.1",NA
"Native","Bothriochloa macra","Dargo18.1",NA
"Native","Brachyscome decipiens","Dargo18.1",NA
"Native","Brachyscome spathulata","Dargo18.1",NA
"Native","Bracteantha viscosa","Dargo18.1",NA
"Exotic","Briza maxima","Dargo18.1",NA
"Exotic","Briza minor","Dargo18.1",NA
"Exotic","Bromus catharticus s.l.","Dargo18.1",NA
"Exotic","Bromus hordeaceus","Dargo18.1",NA
"Native","Bursaria spinosa s.l.","Dargo18.1",NA
"Native","Carex appressa","Dargo18.1",NA
"Native","Carex breviculmis","Dargo18.1",NA
"Native","Carex gaudichaudiana","Dargo18.1",NA
"Native","Cassinia aculeata","Dargo18.1",NA
"Native","Cassinia longifolia","Dargo18.1",NA
"Native","Celmisia tomentella","Dargo18.1",NA
"Exotic","Centaurium erythraea","Dargo18.1",NA
"Exotic","Cerastium glomeratum","Dargo18.1",2
"Exotic","Cerastium vulgare","Dargo18.1",NA
"Native","Cheilanthes spp.","Dargo18.1",NA
"Exotic","Chenopodium album","Dargo18.1",NA
"Native","Chiloglottis valida","Dargo18.1",NA
"Exotic","Cirsium vulgare","Dargo18.1",1
"Native","Clematis aristata","Dargo18.1",NA
"Native","Clematis microphylla","Dargo18.1",NA
"Exotic","Conyza bonariensis","Dargo18.1",NA
"Exotic","Conyza canadensis","Dargo18.1",NA
"Native","Coprosma hirtella","Dargo18.1",NA
"Native","Coprosma quadrifida","Dargo18.1",NA
"Native","Cotula alpina","Dargo18.1",NA
"Native","Craspedia spp.","Dargo18.1",NA
"Native","Crassula sieberiana","Dargo18.1",NA
"Native","Crassula spp.","Dargo18.1",NA
"Native","Cymbonotus lawsonianus","Dargo18.1",NA
"Exotic","Cynodon dactylon s.l.","Dargo18.1",NA
"Exotic","Cynosurus echinatus","Dargo18.1",NA
"Exotic","Cyperus eragrostis","Dargo18.1",NA
"Exotic","Cyperus spp.","Dargo18.1",NA
"Exotic","Dactylis glomerata","Dargo18.1",NA
"Native","Daucus glochidiatus","Dargo18.1",NA
"Native","Daviesia ulicifolia s.l.","Dargo18.1",NA
"Native","Deyeuxia monticola","Dargo18.1",NA
"Native","Deyeuxia quadriseta","Dargo18.1",NA
"Native","Deyeuxia spp.","Dargo18.1",NA
"Native","Dianella tasmanica","Dargo18.1",NA
"Native","Dichelachne micrantha","Dargo18.1",NA
"Native","Dichelachne rara","Dargo18.1",NA
"Native","Dichelachne spp.","Dargo18.1",NA
"Native","Dichondra repens","Dargo18.1",NA
"Exotic","Digitaria sanguinalis","Dargo18.1",NA
"Native","Dipodium spp.","Dargo18.1",NA
"Exotic","Eleusine tristachya","Dargo18.1",NA
"Native","Elymus scaber","Dargo18.1",NA
"Exotic","Epilobium ciliatum","Dargo18.1",NA
"Native","Epilobium hirtigerum","Dargo18.1",NA
"Native","Epilobium spp.","Dargo18.1",NA
"Native","Eragrostis brownii","Dargo18.1",NA
"Native","Eragrostis amuta","Dargo18.1",NA
"Native","Eucalyptus bridgesiana","Dargo18.1",NA
"Native","Eucalyptus dalrympleana","Dargo18.1",NA
"Native","Eucalyptus delegatensis","Dargo18.1",NA
"Native","Eucalyptus dives","Dargo18.1",NA
"Native","Eucalyptus goniocalyx","Dargo18.1",NA
"Native","Eucalyptus melliodora","Dargo18.1",NA
"Native","Eucalyptus obliqua","Dargo18.1",NA
"Native","Eucalyptus pauciflora s.l.","Dargo18.1",1
"Native","Eucalyptus radiata","Dargo18.1",NA
"Native","Eucalyptus rubida","Dargo18.1",NA
"Native","Eucalyptus sieberi","Dargo18.1",NA
"Native","Euchiton collinus","Dargo18.1",NA
"Native","Euchiton fordianus","Dargo18.1",NA
"Native","Euchiton involucratus","Dargo18.1",NA
"Native","Euchiton sphaericus","Dargo18.1",NA
"Native","Exocarpos cupressiformis","Dargo18.1",NA
"Exotic","Festuca rubra","Dargo18.1",NA
"Native","Galium ciliare","Dargo18.1",NA
"Native","Galium divaricatum","Dargo18.1",NA
"Exotic","Gamochaeta calviceps","Dargo18.1",NA
"Exotic","Gamochaeta coarctata","Dargo18.1",NA
"Exotic","Gamochaeta purpurea","Dargo18.1",NA
"Native","Geranium antrorsum","Dargo18.1",NA
"Native","Geranium potentilloides s.l.","Dargo18.1",1
"Native","Glycine clandestina","Dargo18.1",NA
"Native","Gonocarpus micranthus","Dargo18.1",NA
"Native","Gonocarpus tetragynus","Dargo18.1",NA
"Native","Grevillea australis","Dargo18.1",NA
"Native","Hakea microcarpa","Dargo18.1",NA
"Native","Hardenbergia violacea","Dargo18.1",NA
